year,brand_name,phone_name,phone_link,image_link,network,launch_year,status,dimensions,weight,build,sim,other_body,display_type,display_size,display_resolution,display_protection,display_other,os,chipset,cpu,gpu,memory_slot,internal_memory,main_camera,selfie_camera,sensor....sensors,battery_size....battery_sizes,charging_watt....charging_watts,test_score....test_scores
2021,Xiaomi,Xiaomi Mi 11 Ultra,https://www.gsmarena.com/xiaomi_mi_11_ultra-10737.php,https://fdn2.gsmarena.com/vv/bigpic/xiaomi-mi11-ultra-5g-k1.jpg,GSM / CDMA / HSPA / EVDO / LTE / 5G,"2021, March 29","Available. Released 2021, April 02",164.3 x 74.6 x 8.4 mm (6.47 x 2.94 x 0.33 in),234 g (8.25 oz),"Glass front (Gorilla Glass Victus), ceramic back, aluminum frame","Dual SIM (Nano-SIM, dual stand-by)",IP68 dust/water resistant (up to 1.5m for 30 min),"AMOLED, 1B colors, 120Hz, HDR10+, Dolby Vision, 900 nits (HBM), 1700 nits (peak)","6.81 inches, 112.0 cm2 (~91.4% screen-to-body ratio)","1440 x 3200 pixels, 20:9 ratio (~515 ppi density)",Corning Gorilla Glass Victus,NA,"Android 11, upgradable to Android 13, MIUI 14",Qualcomm SM8350 Snapdragon 888 5G (5 nm),Octa-core (1x2.84 GHz Cortex-X1 & 3x2.42 GHz Cortex-A78 & 4x1.80 GHz Cortex-A55),Adreno 660,No,"256GB 8GB RAM, 256GB 12GB RAM, 512GB 12GB RAM","50 MP, f/2.0, 24mm (wide), 1/1.12"", 1.4µm, dual pixel PDAF, OIS
48 MP, f/4.1, 120mm (periscope telephoto), 1/2.0"", 0.8µm, PDAF, OIS, 5x optical zoom
48 MP, f/2.2, 12mm, 128˚ (ultrawide), 1/2.0"", 0.8µm, PDAF","20 MP, f/2.2, 27mm (wide), 1/3.4"", 0.8µm","Fingerprint (under display, optical), accelerometer, gyro, compass, color spectrum",5000,67W67W,"AnTuTu: 688720 (v8)
GeekBench: 3191 (v5.1)
GFXBench: 33fps (ES 3.1 onscreen)"
2021,Apple,Apple iPhone 13 Pro Max,https://www.gsmarena.com/apple_iphone_13_pro_max-11089.php,https://fdn2.gsmarena.com/vv/bigpic/apple-iphone-13-pro-max.jpg,GSM / CDMA / HSPA / EVDO / LTE / 5G,"2021, September 14","Available. Released 2021, September 24",160.8 x 78.1 x 7.7 mm (6.33 x 3.07 x 0.30 in),240 g (8.47 oz),"Glass front (Corning-made glass), glass back (Corning-made glass), stainless steel frame","Nano-SIM and eSIM or Dual SIM (Nano-SIM, dual stand-by)","IP68 dust/water resistant (up to 6m for 30 min)
Apple Pay (Visa, MasterCard, AMEX certified)","Super Retina XDR OLED, 120Hz, HDR10, Dolby Vision, 1000 nits (HBM), 1200 nits (peak)","6.7 inches, 109.8 cm2 (~87.4% screen-to-body ratio)","1284 x 2778 pixels, 19.5:9 ratio (~458 ppi density)",Ceramic Shield glass,NA,"iOS 15, upgradable to iOS 18",Apple A15 Bionic (5 nm),Hexa-core (2x3.23 GHz Avalanche + 4x1.82 GHz Blizzard),Apple GPU (5-core graphics),No,"128GB 6GB RAM, 256GB 6GB RAM, 512GB 6GB RAM, 1TB 6GB RAM","12 MP, f/1.5, 26mm (wide), 1/1.7"", 1.9µm, dual pixel PDAF, sensor-shift OIS
12 MP, f/2.8, 77mm (telephoto), PDAF, 1/3.4"", 1.0µm, OIS, 3x optical zoom
12 MP, f/1.8, 13mm, 120˚ (ultrawide), 1/3.4"", 1.0µm, PDAF
TOF 3D LiDAR scanner (depth)","12 MP, f/2.2, 23mm (wide), 1/3.6""
SL 3D, (depth/biometrics sensor)","Face ID, accelerometer, gyro, proximity, compass, barometer",4352,PD2.015W,"AnTuTu: 801691 (v9)
GeekBench: 4706 (v5.1)
GFXBench: 60fps (ES 3.1 onscreen)"
2021,Xiaomi,Xiaomi Redmi 9T,https://www.gsmarena.com/xiaomi_redmi_9t-10670.php,https://fdn2.gsmarena.com/vv/bigpic/xiaomi-redmi-9-power.jpg,GSM / HSPA / LTE,"2021, January 08","Available. Released 2021, January 18",162.3 x 77.3 x 9.6 mm (6.39 x 3.04 x 0.38 in),198 g (6.98 oz),"Glass front (Gorilla Glass 3), plastic frame, plastic back","Dual SIM (Nano-SIM, dual stand-by)",Water-repellent coating,"IPS LCD, 400 nits (typ)","6.53 inches, 104.7 cm2 (~83.4% screen-to-body ratio)","1080 x 2340 pixels, 19.5:9 ratio (~395 ppi density)",Corning Gorilla Glass 3,NA,"Android 10, MIUI 12",Qualcomm SM6115 Snapdragon 662 (11 nm),Octa-core (4x2.0 GHz Kryo 260 Gold & 4x1.8 GHz Kryo 260 Silver),Adreno 610,microSDXC (dedicated slot),"64GB 4GB RAM, 128GB 4GB RAM, 128GB 6GB RAM","48 MP, f/1.8, 26mm (wide), 1/2.0"", 0.8µm, PDAF
8 MP, f/2.2, 120˚ (ultrawide), 1/4.0"", 1.12µm
2 MP, f/2.4, (macro)
2 MP, f/2.4, (depth)","8 MP, f/2.1, 27mm (wide), 1/4.0"", 1.12µm","Fingerprint (side-mounted), accelerometer, proximity, compass",6000,18W,"AnTuTu: 177917 (v8)
GeekBench: 1400 (v5.1)
GFXBench: 5.8fps (ES 3.1 onscreen)"
2021,Xiaomi,Xiaomi Mi 11 Lite,https://www.gsmarena.com/xiaomi_mi_11_lite-10665.php,https://fdn2.gsmarena.com/vv/bigpic/xiaomi-mi-11-lite-4g.jpg,GSM / HSPA / LTE,"2021, March 29","Available. Released 2021, April 16",160.5 x 75.7 x 6.8 mm (6.32 x 2.98 x 0.27 in),157 g (5.54 oz),NA,"Hybrid Dual SIM (Nano-SIM, dual stand-by)","IP53, dust and splash resistant","AMOLED, 1B colors, HDR10, 90Hz, 500 nits (typ), 800 nits","6.55 inches, 103.6 cm2 (~85.3% screen-to-body ratio)","1080 x 2400 pixels, 20:9 ratio (~402 ppi density)",Corning Gorilla Glass 5,NA,"Android 11, MIUI 12",Qualcomm SM7150 Snapdragon 732G (8 nm),Octa-core (2x2.3 GHz Kryo 470 Gold & 6x1.8 GHz Kryo 470 Silver),Adreno 618,microSDXC (uses shared SIM slot),"64GB 4GB RAM, 64GB 6GB RAM, 128GB 6GB RAM, 128GB 8GB RAM","64 MP, f/1.8, 26mm (wide), 1/1.97"", 0.7µm, PDAF
8 MP, f/2.2, 119˚ (ultrawide), 1/4.0"", 1.12µm
5 MP, f/2.4, (macro), AF","16 MP, f/2.5, (wide), 1/3.06"" 1.0µm","Fingerprint (side-mounted), accelerometer, gyro, compass",4250,33W,"AnTuTu: 290172 (v8), 294251 (v9)
GeekBench: 1796 (v5.1)
GFXBench: 17fps (ES 3.1 onscreen)"
2021,Samsung,Samsung Galaxy A32 5G,https://www.gsmarena.com/samsung_galaxy_a32_5g-10648.php,https://fdn2.gsmarena.com/vv/bigpic/samsung-galaxy-a32-5g.jpg,GSM / CDMA / HSPA / LTE / 5G,"2021, January 13","Available. Released 2021, January 22",164.2 x 76.1 x 9.1 mm (6.46 x 3.00 x 0.36 in),205 g (7.23 oz),"Glass front (Gorilla Glass 5), plastic frame, plastic back","Single SIM (Nano-SIM) or Hybrid Dual SIM (Nano-SIM, dual stand-by)",NA,"TFT LCD, 60Hz (International), 90Hz (SM-A326U, SM-326DL only)","6.5 inches, 102.0 cm2 (~81.6% screen-to-body ratio)","720 x 1600 pixels, 20:9 ratio (~270 ppi density)",Corning Gorilla Glass 5,NA,"Android 11, upgradable to Android 13, One UI 5",Mediatek Dimensity 720 (7 nm),Octa-core (2x2.0 GHz Cortex-A76 & 6x2.0 GHz Cortex-A55),Mali-G57 MC3,microSDXC (uses shared SIM slot),"64GB 4GB RAM, 128GB 4GB RAM, 128GB 6GB RAM, 128GB 8GB RAM","48 MP, f/1.8, 26mm (wide), 1/2.0"", 0.8µm, PDAF
8 MP, f/2.2, 123˚, (ultrawide), 1/4.0"", 1.12µm
5 MP, f/2.4, (macro)
2 MP, f/2.4, (depth)","13 MP, f/2.2, (wide), 1/3.1"", 1.12µm","Fingerprint (side-mounted), accelerometer, gyro, compass",5000,15W,"AnTuTu: 226561 (v8)
GeekBench: 1673 (v5.1)"
2021,Samsung,Samsung Galaxy A52s 5G,https://www.gsmarena.com/samsung_galaxy_a52s_5g-11039.php,https://fdn2.gsmarena.com/vv/bigpic/samsung-galaxy-a52s-5g.jpg,GSM / HSPA / LTE / 5G,"2021, August 17","Available. Released 2021, September 01",159.9 x 75.1 x 8.4 mm (6.30 x 2.96 x 0.33 in),189 g (6.67 oz),"Glass front (Gorilla Glass 5), plastic back","Single SIM (Nano-SIM) or Hybrid Dual SIM (Nano-SIM, dual stand-by)",IP67 dust/water resistant (up to 1m for 30 min),"Super AMOLED, 120Hz, 800 nits (HBM)","6.5 inches, 102.0 cm2 (~84.9% screen-to-body ratio)","1080 x 2400 pixels, 20:9 ratio (~405 ppi density)",Corning Gorilla Glass 5,NA,"Android 11, upgradable to Android 14, One UI 6",Qualcomm SM7325 Snapdragon 778G 5G (6 nm),Octa-core (1x2.4 GHz Cortex-A78 & 3x2.2 GHz Cortex-A78 & 4x1.9 GHz Cortex-A55),Adreno 642L,microSDXC (uses shared SIM slot),"128GB 4GB RAM, 128GB 6GB RAM, 128GB 8GB RAM, 256GB 6GB RAM, 256GB 8GB RAM","64 MP, f/1.8, 26mm (wide), 1/1.7"", 0.8µm, PDAF, OIS
12 MP, f/2.2, 123˚ (ultrawide), 1.12µm
5 MP, f/2.4, (macro)
5 MP, f/2.4, (depth)","32 MP, f/2.2, 26mm (wide), 1/2.8"", 0.8µm","Fingerprint (under display, optical), accelerometer, gyro, compass",4500,25W,"AnTuTu:  429675 (v8),  506432(v9)
GeekBench: 11060 (v4.4), 2801 (v5.1)
GFXBench: 28fps (ES 3.1 onscreen)"
2021,Samsung,Samsung Galaxy S21+ 5G,https://www.gsmarena.com/samsung_galaxy_s21+_5g-10625.php,https://fdn2.gsmarena.com/vv/bigpic/samsung-galaxy-s21-plus-5g-.jpg,GSM / CDMA / HSPA / EVDO / LTE / 5G,"2021, January 14","Available. Released 2021, January 29",161.5 x 75.6 x 7.8 mm (6.36 x 2.98 x 0.31 in),"200 g (Sub6), 202 g (mmWave) (7.05 oz)","Glass front (Gorilla Glass Victus), glass back (Gorilla Glass Victus), aluminum frame","Nano-SIM and eSIM or Dual SIM (2 Nano-SIMs and eSIM, dual stand-by)",IP68 dust/water resistant (up to 1.5m for 30 min),"Dynamic AMOLED 2X, 120Hz, HDR10+, 1300 nits (peak)","6.7 inches, 107.8 cm2 (~88.3% screen-to-body ratio)","1080 x 2400 pixels, 20:9 ratio (~394 ppi density)",Corning Gorilla Glass Victus,Always-on display,"Android 11, up to 4 major Android upgrades, One UI 6.1",Exynos 2100 (5 nm) - InternationalQualcomm SM8350 Snapdragon 888 5G (5 nm) - USA/China,Octa-core (1x2.9 GHz Cortex-X1 & 3x2.80 GHz Cortex-A78 & 4x2.2 GHz Cortex-A55) - InternationalOcta-core (1x2.84 GHz Cortex-X1 & 3x2.42 GHz Cortex-A78 & 4x1.80 GHz Cortex-A55) - USA/China,Mali-G78 MP14 - InternationalAdreno 660 - USA/China,No,"128GB 8GB RAM, 256GB 8GB RAM","12 MP, f/1.8, 26mm (wide), 1/1.76"", 1.8µm, dual pixel PDAF, OIS
64 MP, f/2.0, 29mm (telephoto), 1/1.72"", 0.8µm, PDAF, OIS, 1.1x optical zoom, 3x hybrid zoom
12 MP, f/2.2, 13mm, 120˚ (ultrawide), 1/2.55"" 1.4µm, Super Steady video","10 MP, f/2.2, 26mm (wide), 1/3.24"", 1.22µm, dual pixel PDAF","Fingerprint (under display, ultrasonic), accelerometer, gyro, proximity, compass, barometer",4800,25W15W,"AnTuTu: 622276 (v8)
GeekBench: 3476 (v5.1)
GFXBench: 54fps (ES 3.1 onscreen)"
2021,OnePlus,OnePlus 9 Pro,https://www.gsmarena.com/oneplus_9_pro-10806.php,https://fdn2.gsmarena.com/vv/bigpic/oneplus-9-pro-.jpg,GSM / CDMA / HSPA / LTE / 5G,"2021, March 23","Available. Released 2021, March 30",163.2 x 73.6 x 8.7 mm (6.43 x 2.90 x 0.34 in),197 g (6.95 oz),"Glass front (Gorilla Glass 5), glass back (Gorilla Glass 5), aluminum frame","Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)",IP68 dust/water resistant (up to 1.5m for 30 min),"LTPO Fluid2 AMOLED, 1B colors, 120Hz, HDR10+, 1300 nits (peak)","6.7 inches, 108.4 cm2 (~90.3% screen-to-body ratio)","1440 x 3216 pixels, 20:9 ratio (~525 ppi density)",Corning Gorilla Glass 5,Always-on display,"Android 11, upgradable to Android 14, OxygenOS 14",Qualcomm SM8350 Snapdragon 888 5G (5 nm),Octa-core (1x2.84 GHz Cortex-X1 & 3x2.42 GHz Cortex-A78 & 4x1.80 GHz Cortex-A55,Adreno 660,No,"128GB 8GB RAM, 256GB 8GB RAM, 256GB 12GB RAM","48 MP, f/1.8, 23mm (wide), 1/1.43"", 1.12µm, multi-directional PDAF, OIS
8 MP, f/2.4, 77mm (telephoto), 1.0µm, PDAF, OIS, 3.3x optical zoom
50 MP, f/2.2, 14mm (ultrawide), 1/1.56"", 1.0µm, AF
2 MP, f/2.4, (monochrome)","16 MP, f/2.4, (wide), 1/3.06"", 1.0µm","Fingerprint (under display, optical), accelerometer, gyro, proximity, compass, color spectrum",4500,65W50W,NA
2021,Xiaomi,Xiaomi Redmi Note 10S,https://www.gsmarena.com/xiaomi_redmi_note_10s-10769.php,https://fdn2.gsmarena.com/vv/bigpic/xiaomi-redmi-note10s.jpg,GSM / HSPA / LTE,"2021, March 04","Available. Released 2021, April 28",160.5 x 74.5 x 8.3 mm (6.32 x 2.93 x 0.33 in),178.8 g (6.31 oz),NA,"Dual SIM (Nano-SIM, dual stand-by)","IP53, dust and splash resistant","AMOLED, 450 nits (typ), 1100 nits (peak)","6.43 inches, 99.8 cm2 (~83.5% screen-to-body ratio)","1080 x 2400 pixels, 20:9 ratio (~409 ppi density)",Corning Gorilla Glass 3,NA,"Android 11, upgradable to Android 13, MIUI 14",Mediatek MT6785V/CD Helio G95 (12 nm),Octa-core (2x2.05 GHz Cortex-A76 & 6x2.0 GHz Cortex-A55),Mali-G76 MC4,microSDXC (dedicated slot),"64GB 4GB RAM, 64GB 6GB RAM, 128GB 4GB RAM, 128GB 6GB RAM, 128GB 8GB RAM","64 MP, f/1.8, 26mm (wide), 1/1.97"", 0.7µm, PDAF
8 MP, f/2.2, 118˚ (ultrawide), 1/4.0"", 1.12µm
2 MP, f/2.4, (macro)
2 MP, f/2.4, (depth)","13 MP, f/2.5, (wide), 1/3.06"", 1.12µm","Fingerprint (side-mounted), accelerometer, gyro, compass",5000,33W,NA
2021,OnePlus,OnePlus Nord 2 5G,https://www.gsmarena.com/oneplus_nord_2_5g-10960.php,https://fdn2.gsmarena.com/vv/bigpic/oneplus-nord-2-5g-new.jpg,GSM / HSPA / LTE / 5G,"2021, July 22","Available. Released 2021, July 28",159.1 x 73.3 x 8.3 mm (6.26 x 2.89 x 0.33 in),189 g (6.67 oz),"Glass front (Gorilla Glass 5), glass back (Gorilla Glass 5), plastic frame","Dual SIM (Nano-SIM, dual stand-by)",NA,"Fluid AMOLED, 90Hz, HDR10+","6.43 inches, 99.8 cm2 (~85.6% screen-to-body ratio)","1080 x 2400 pixels, 20:9 ratio (~409 ppi density)",Corning Gorilla Glass 5,NA,"Android 11, upgradable to Android 13, OxygenOS 13",Mediatek Dimensity 1200 (6 nm),Octa-core (1x3.0 GHz Cortex-A78 & 3x2.6 GHz Cortex-A78 & 4x2.0 GHz Cortex-A55),Mali-G77 MC9,No,"128GB 6GB RAM, 128GB 8GB RAM, 256GB 8GB RAM, 256GB 12GB RAM","50 MP, f/1.9, 24mm (wide), 1/1.56"", 1.0µm, PDAF, OIS
8 MP, f/2.3, 120˚ (ultrawide)
2 MP, f/2.4, (depth)","32 MP, f/2.5, (wide), 1/2.8"", 0.8µm","Fingerprint (under display, optical), accelerometer, gyro, proximity, compass",4500,65W,"AnTuTu: 512164 (v8) | 598022 (v9)
GeekBench: 2792 (v5.1)
GFXBench: 38fps (ES 3.1 onscreen)"
2022,Samsung,Samsung Galaxy S22 Ultra 5G,https://www.gsmarena.com/samsung_galaxy_s22_ultra_5g-11251.php,https://fdn2.gsmarena.com/vv/bigpic/samsung-galaxy-s22-ultra-5g.jpg,GSM / CDMA / HSPA / EVDO / LTE / 5G,"2022, February 09","Available. Released 2022, February 25",163.3 x 77.9 x 8.9 mm (6.43 x 3.07 x 0.35 in),228 g / 229 g (mmWave) (8.04 oz),"Glass front (Gorilla Glass Victus+), glass back (Gorilla Glass Victus+), aluminum frame","Nano-SIM and eSIM or Dual SIM (2 Nano-SIMs and eSIM, dual stand-by)","IP68 dust/water resistant (up to 1.5m for 30 min)
Armor aluminum frame with tougher drop and scratch resistance (advertised)
Stylus, 2.8ms latency (Bluetooth integration, accelerometer, gyro)","Dynamic AMOLED 2X, 120Hz, HDR10+, 1750 nits (peak)","6.8 inches, 114.7 cm2 (~90.2% screen-to-body ratio)","1440 x 3088 pixels, 19.3:9 ratio (~500 ppi density)",Corning Gorilla Glass Victus+,Always-on display,"Android 12, up to 4 major Android upgrades, One UI 6.1.1",Exynos 2200 (4 nm) - EuropeQualcomm SM8450 Snapdragon 8 Gen 1 (4 nm) - ROW,Octa-core (1x2.8 GHz Cortex-X2 & 3x2.50 GHz Cortex-A710 & 4x1.8 GHz Cortex-A510) - EuropeOcta-core (1x3.00 GHz Cortex-X2 & 3x2.50 GHz Cortex-A710 & 4x1.80 GHz Cortex-A510) - ROW,Xclipse 920 - EuropeAdreno 730 - ROW,No,"128GB 8GB RAM, 256GB 12GB RAM, 512GB 12GB RAM, 1TB 12GB RAM","108 MP, f/1.8, 23mm (wide), 1/1.33"", 0.8µm, PDAF, OIS
10 MP, f/2.4, 70mm (telephoto), 1/3.52"", 1.12µm, PDAF, OIS, 3x optical zoom
10 MP, f/4.9, 230mm (periscope telephoto), 1/3.52"", 1.12µm, PDAF, OIS, 10x optical zoom
12 MP, f/2.2, 13mm, 120˚ (ultrawide), 1/2.55"", 1.4µm, dual pixel PDAF, Super Steady video","40 MP, f/2.2, 26mm (wide), 1/2.82"", 0.7µm, PDAF","Fingerprint (under display, ultrasonic), accelerometer, gyro, proximity, compass, barometer",5000,45W15W,"AnTuTu: 968359 (v9)
GeekBench: 3657 (v5.1)
GFXBench: 37fps (ES 3.1 onscreen)"
2022,Samsung,Samsung Galaxy A53 5G,https://www.gsmarena.com/samsung_galaxy_a53_5g-11268.php,https://fdn2.gsmarena.com/vv/bigpic/samsung-galaxy-a53-5g-.jpg,GSM / HSPA / LTE / 5G,"2022, March 17","Available. Released 2022, March 24",159.6 x 74.8 x 8.1 mm (6.28 x 2.94 x 0.32 in),189 g (6.67 oz),"Glass front (Gorilla Glass 5), plastic frame, plastic back","Single SIM (Nano-SIM) or Hybrid Dual SIM (Nano-SIM, dual stand-by)",IP67 dust/water resistant (up to 1m for 30 min),"Super AMOLED, 120Hz, 800 nits (HBM)","6.5 inches, 102.0 cm2 (~85.4% screen-to-body ratio)","1080 x 2400 pixels, 20:9 ratio (~405 ppi density)",Corning Gorilla Glass 5,NA,"Android 12, up to 4 major Android upgrades, One UI 6",Exynos 1280 (5 nm),Octa-core (2x2.4 GHz Cortex-A78 & 6x2.0 GHz Cortex-A55),Mali-G68,microSDXC (uses shared SIM slot),"128GB 4GB RAM, 128GB 6GB RAM, 128GB 8GB RAM, 256GB 6GB RAM, 256GB 8GB RAM","64 MP, f/1.8, 26mm (wide), 0.8µm, PDAF, OIS
12 MP, f/2.2, 123˚ (ultrawide), 1.12µm
5 MP, f/2.4, (macro)
5 MP, f/2.4, (depth)","32 MP, f/2.2, 26mm (wide), 1/2.8"", 0.8µm","Fingerprint (under display, optical), accelerometer, gyro, compass, barometer (market/region dependent)",5000,25W,"AnTuTu: 329802 (v8), 379313 (v9)
GeekBench: 1891 (v5.1)
GFXBench: 19fps (ES 3.1 onscreen)"
2022,Xiaomi,Xiaomi Redmi Note 11,https://www.gsmarena.com/xiaomi_redmi_note_11-11336.php,https://fdn2.gsmarena.com/vv/bigpic/xiaomi-redmi-note-11-global.jpg,GSM / HSPA / LTE,"2022, January 26","Available. Released 2022, February 09",159.9 x 73.9 x 8.1 mm (6.30 x 2.91 x 0.32 in),179 g (6.31 oz),NA,"Dual SIM (Nano-SIM, dual stand-by)","IP53, dust and splash resistant","AMOLED, 90Hz, 700 nits, 1000 nits (peak)","6.43 inches, 99.8 cm2 (~84.5% screen-to-body ratio)","1080 x 2400 pixels, 20:9 ratio (~409 ppi density)",Corning Gorilla Glass 3,NA,"Android 11, upgradable to Android 13, MIUI 14",Qualcomm SM6225 Snapdragon 680 4G (6 nm),Octa-core (4x2.4 GHz Kryo 265 Gold & 4x1.9 GHz Kryo 265 Silver),Adreno 610,microSDXC (dedicated slot),"64GB 4GB RAM, 64GB 6GB RAM, 128GB 4GB RAM, 128GB 6GB RAM","50 MP, f/1.8, 26mm (wide), 1/2.76"", 0.64µm, PDAF
8 MP, f/2.2, 118˚ (ultrawide), 1/4.0"", 1.12µm
2 MP, f/2.4, (macro)
2 MP, f/2.4, (depth)","13 MP, f/2.4, (wide), 1/3.1"", 1.12µm","Fingerprint (side-mounted), accelerometer, gyro, compass",5000,33W,"AnTuTu: 228044 (v8), 244526 (v9)
GeekBench: 1662 (v5.1)
GFXBench: 6.8fps (ES 3.1 onscreen)"
2022,Samsung,Samsung Galaxy S21 FE 5G,https://www.gsmarena.com/samsung_galaxy_s21_fe_5g-10954.php,https://fdn2.gsmarena.com/vv/bigpic/samsung-galaxy-s21-fe-5g.jpg,GSM / CDMA / HSPA / EVDO / LTE / 5G,"2022, January 04","Available. Released 2022, January 07",155.7 x 74.5 x 7.9 mm (6.13 x 2.93 x 0.31 in),177 g (6.24 oz),"Glass front (Gorilla Glass Victus), plastic back, aluminum frame","Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)",IP68 dust/water resistant (up to 1.5m for 30 min),"Dynamic AMOLED 2X, 120Hz, HDR10+","6.4 inches, 100.5 cm2 (~86.7% screen-to-body ratio)","1080 x 2340 pixels, 19.5:9 ratio (~403 ppi density)",Corning Gorilla Glass Victus,Always-on display,"Android 12, up to 4 major Android upgrades, One UI 6.1",Qualcomm SM8350 Snapdragon 888 5G (5 nm) - Version 1Exynos 2100 (5 nm) - Version 2,Octa-core (1x2.84 GHz Cortex-X1 & 3x2.42 GHz Cortex-A78 & 4x1.80 GHz Cortex-A55) - Version 1Octa-core (1x2.9 GHz Cortex-X1 & 3x2.80 GHz Cortex-A78 & 4x2.2 GHz Cortex-A55) - Version 2,Adreno 660 - Version 1Mali-G78 MP14 - Version 2,No,"128GB 6GB RAM, 128GB 8GB RAM, 256GB 6GB RAM, 256GB 8GB RAM","12 MP, f/1.8, 26mm (wide), 1/1.76"", 1.8µm, dual pixel PDAF, OIS
8 MP, f/2.4, 76mm (telephoto), 1/4.5"", 1.0µm, PDAF, OIS, 3x optical zoom
12 MP, f/2.2, 13mm, 123˚ (ultrawide), 1/3.0"", 1.12µm","32 MP, f/2.2, 26mm (wide), 1/2.74"", 0.8µm","Fingerprint (under display, optical), accelerometer, gyro, proximity, compass",4500,25W15W,"AnTuTu: 566529 (v8), 719696 (v9)
GeekBench: 3049 (v5.1)
GFXBench: 56fps (ES 3.1 onscreen)"
2022,Samsung,Samsung Galaxy S22 5G,https://www.gsmarena.com/samsung_galaxy_s22_5g-11253.php,https://fdn2.gsmarena.com/vv/bigpic/samsung-galaxy-s22-5g.jpg,GSM / CDMA / HSPA / EVDO / LTE / 5G,"2022, February 09","Available. Released 2022, February 25",146 x 70.6 x 7.6 mm (5.75 x 2.78 x 0.30 in),167 g / 168 g (mmWave) (5.89 oz),"Glass front (Gorilla Glass Victus+), glass back (Gorilla Glass Victus+), aluminum frame","Nano-SIM and eSIM or Dual SIM (2 Nano-SIMs and eSIM, dual stand-by)","IP68 dust/water resistant (up to 1.5m for 30 min)
Armor aluminum frame with tougher drop and scratch resistance (advertised)","Dynamic AMOLED 2X, 120Hz, HDR10+, 1300 nits (peak)","6.1 inches, 90.1 cm2 (~87.4% screen-to-body ratio)","1080 x 2340 pixels, 19.5:9 ratio (~425 ppi density)",Corning Gorilla Glass Victus+,Always-on display,"Android 12, up to 4 major Android upgrades, One UI 6.1.1",Exynos 2200 (4 nm) - EuropeQualcomm SM8450 Snapdragon 8 Gen 1 (4 nm) - ROW,Octa-core (1x2.8 GHz Cortex-X2 & 3x2.50 GHz Cortex-A710 & 4x1.8 GHz Cortex-A510) - EuropeOcta-core (1x3.00 GHz Cortex-X2 & 3x2.50 GHz Cortex-A710 & 4x1.80 GHz Cortex-A510) - ROW,Xclipse 920 - EuropeAdreno 730 - ROW,No,"128GB 8GB RAM, 256GB 8GB RAM","50 MP, f/1.8, 23mm (wide), 1/1.56"", 1.0µm, dual pixel PDAF, OIS
10 MP, f/2.4, 70mm (telephoto), 1/3.94"", 1.0µm, PDAF, OIS, 3x optical zoom
12 MP, f/2.2, 13mm, 120˚ (ultrawide), 1/2.55"" 1.4µm, Super Steady video","10 MP, f/2.2, 26mm (wide), 1/3.24"", 1.22µm, dual pixel PDAF","Fingerprint (under display, ultrasonic), accelerometer, gyro, proximity, compass, barometer",3700,25W15W,"AnTuTu: 745496 (v8), 881428 (v9)
GeekBench: 3682 (v5.1)
GFXBench: 69fps (ES 3.1 onscreen)"
2022,Apple,Apple iPhone 14 Pro Max,https://www.gsmarena.com/apple_iphone_14_pro_max-11773.php,https://fdn2.gsmarena.com/vv/bigpic/apple-iphone-14-pro-max-.jpg,GSM / CDMA / HSPA / EVDO / LTE / 5G,"2022, September 07","Available. Released 2022, September 16",160.7 x 77.6 x 7.9 mm (6.33 x 3.06 x 0.31 in),240 g (8.47 oz),"Glass front (Corning-made glass), glass back (Corning-made glass), stainless steel frame","Nano-SIM and eSIM - International Dual eSIM with multiple numbers - USA Dual SIM (Nano-SIM, dual stand-by) - China","IP68 dust/water resistant (up to 6m for 30 min)
Apple Pay (Visa, MasterCard, AMEX certified)","LTPO Super Retina XDR OLED, 120Hz, HDR10, Dolby Vision, 1000 nits (typ), 2000 nits (HBM)","6.7 inches, 110.2 cm2 (~88.3% screen-to-body ratio)","1290 x 2796 pixels, 19.5:9 ratio (~460 ppi density)",Ceramic Shield glass,Always-On display,"iOS 16, upgradable to iOS 18",Apple A16 Bionic (4 nm),Hexa-core (2x3.46 GHz Everest + 4x2.02 GHz Sawtooth),Apple GPU (5-core graphics),No,"128GB 6GB RAM, 256GB 6GB RAM, 512GB 6GB RAM, 1TB 6GB RAM","48 MP, f/1.8, 24mm (wide), 1/1.28"", 1.22µm, dual pixel PDAF, sensor-shift OIS
12 MP, f/2.8, 77mm (telephoto), 1/3.5"", 1.0µm, PDAF, OIS, 3x optical zoom
12 MP, f/2.2, 13mm, 120˚ (ultrawide), 1/2.55"", 1.4µm, dual pixel PDAF
TOF 3D LiDAR scanner (depth)","12 MP, f/1.9, 23mm (wide), 1/3.6"", PDAF, OIS
SL 3D, (depth/biometrics sensor)","Face ID, accelerometer, gyro, proximity, compass, barometer",4323,PD2.015W,"AnTuTu: 955884 (v9)
GeekBench: 5423 (v5.1)
GFXBench: 54fps (ES 3.1 onscreen)"
